section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,247,1649868400232624069,1649868401040670069,808,false,1.205244,0.61221
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,251,1649868402148742069,1649868403260925069,1112,false,1.30122,0.584827
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,252,1649868403480682069,1649868403656808069,176,false,1.280911,0.633211
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,253,1649868403824973069,1649868411481205069,7656,false,1.364139,0.562283
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,255,1649868412132650069,1649868413780671069,1648,false,1.350294,0.603414
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,256,1649868413821678069,1649868414148647069,326,false,1.230218,0.224507
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,257,1649868414180877069,1649868415612780069,1431,false,1.341032,0.577416
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,258,1649868415640677069,1649868415872475069,231,false,1.107816,0.602942
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,259,1649868416020667069,1649868416628494069,607,false,1.350573,0.574932
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,260,1649868416656655069,1649868416864653069,207,false,1.114504,0.578776
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,261,1649868416892482069,1649868417641033069,748,false,1.362601,0.581843
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,262,1649868417668710069,1649868419020764069,1352,false,1.300347,0.571722
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,263,1649868419052655069,1649868419576577069,523,false,1.102578,0.600172
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,264,1649868419608501069,1649868420000702069,392,false,1.375748,0.571439
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,265,1649868420032690069,1649868420853168069,820,false,1.085067,0.622486
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,266,1649868420884907069,1649868421368697069,483,false,1.357109,0.599365
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,267,1649868421400853069,1649868421976681069,575,false,1.096504,0.6302
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,268,1649868422008488069,1649868422228762069,220,false,1.389995,0.56693
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,273,1649868424368677069,1649868424624795069,256,false,1.339191,0.575461
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,275,1649868425360722069,1649868426472476069,1111,false,1.351349,0.587029
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,279,1649868427388491069,1649868428004866069,616,false,1.389133,0.545998
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,280,1649868428236720069,1649868429656491069,1419,false,1.415458,0.54206
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,282,1649868430208718069,1649868430596728069,388,false,1.406376,0.550326
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,283,1649868430632696069,1649868430960677069,327,false,1.09771,0.543217
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,288,1649868432560856069,1649868433628499069,1067,false,5.666912,4.674302
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,289,1649868433760695069,1649868434321002069,560,false,8.734749,7.394512
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,290,1649868434340910069,1649868434744683069,403,false,8.059748,6.334263
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,294,1649868435528500069,1649868435928714069,400,false,2.240268,0.758067
